Untranslated DE entries in units-stats (EN == DE)
file | unit | field | value
dark-elves-stats.json | Reaper Bolt Thrower | name_de | Reaper Bolt Thrower
dark-elves-stats.json | Reaper Bolt Thrower | unitCategory_de | War Machine
dark-elves-stats.json | Repeater Crossbowmen | name_de | Repeater Crossbowmen
dark-elves-stats.json | Sisters of Slaughter | equipment_de | Lash & buckler
dark-elves-stats.json | Sisters of Slaughter | specialRules_de | Murderous
dark-elves-stats.json | Sorceress | name_de | Sorceress
dark-elves-stats.json | Sorceress | specialRules_de | Murderous
dark-elves-stats.json | Supreme Sorceress | name_de | Supreme Sorceress
dark-elves-stats.json | Supreme Sorceress | specialRules_de | Murderous
dark-elves-stats.json | War Hydra | equipment_de | Serrated maws
dark-elves-stats.json | War Hydra | specialRules_de | Monster Handlers
dark-elves-stats.json | War Hydra | specialRules_de | Regeneration (5+)
dark-elves-stats.json | War Hydra | troopType_de | Behemoth
dark-elves-stats.json | War Hydra | unitCategory_de | Monster
dark-elves-stats.json | Witch Elves | specialRules_de | Murderous
dwarfen-mountain-holds-stats.json | Bolt Thrower | unitCategory_de | War Machine
dwarfen-mountain-holds-stats.json | Burlok Damminson | name_de | Burlok Damminson
dwarfen-mountain-holds-stats.json | Cannon | unitCategory_de | War Machine
dwarfen-mountain-holds-stats.json | Draft Pony | unitCategory_de | Mount
dwarfen-mountain-holds-stats.json | Engineer | specialRules_de | Entrenchment
dwarfen-mountain-holds-stats.json | Engineer Sapper | specialRules_de | Hostile Terrain
dwarfen-mountain-holds-stats.json | Flame Cannon | unitCategory_de | War Machine
dwarfen-mountain-holds-stats.json | Veteran (Dwarf Warriors) | unitCategory_de | Champion
empire-of-men-stats.json | Barded Warhorse | unitCategory_de | Mount
empire-of-men-stats.json | Demigryph | unitCategory_de | Mount
empire-of-men-stats.json | Empire Warhorse | unitCategory_de | Mount
empire-of-men-stats.json | General Hans von Löwenhacke | name_de | General Hans von Löwenhacke
empire-of-men-stats.json | Great Cannon | unitCategory_de | War Machine
empire-of-men-stats.json | Griffon (Empire) | unitCategory_de | Monster
empire-of-men-stats.json | Harald Gemunsen | name_de | Harald Gemunsen
empire-of-men-stats.json | Harald Gemunsen | specialRules_de | Skilled Duellist
empire-of-men-stats.json | Helblaster Volley Gun | unitCategory_de | War Machine
empire-of-men-stats.json | Helstorm Rocket Battery | unitCategory_de | War Machine
empire-of-men-stats.json | Imperial Griffon | troopType_de | Behemoth
empire-of-men-stats.json | Imperial Griffon | unitCategory_de | Monster
empire-of-men-stats.json | Mortar | unitCategory_de | War Machine
empire-of-men-stats.json | Pegasus | name_de | Pegasus
empire-of-men-stats.json | Pegasus | unitCategory_de | Mount
empire-of-men-stats.json | War Altar of Sigmar | specialRules_de | Holy Fervour
grand-cathay-stats.json | Cathayan Grand Cannon | unitCategory_de | War Machine
grand-cathay-stats.json | Cathayan Sentinel | troopType_de | Behemoth
grand-cathay-stats.json | Cathayan Sentinel | unitCategory_de | Monster
grand-cathay-stats.json | Cathayan Warhorse | specialRules_de | Cathayan Cataphracts
grand-cathay-stats.json | Cathayan Warhorse | unitCategory_de | Mount
grand-cathay-stats.json | Fire Rain Rocket Battery | unitCategory_de | War Machine
grand-cathay-stats.json | Gate Keeper | name_de | Gate Keeper
grand-cathay-stats.json | Jade Lancers | name_de | Jade Lancers
grand-cathay-stats.json | Jade Lancers | specialRules_de | Cathayan Cataphracts
grand-cathay-stats.json | Jade Warriors | specialRules_de | Defensive Stance
grand-cathay-stats.json | Lord Magistrate | name_de | Lord Magistrate
grand-cathay-stats.json | Lord Magistrate | specialRules_de | Grand Strategist
grand-cathay-stats.json | Miao Ying | name_de | Miao Ying
grand-cathay-stats.json | Ogre Loader | name_de | Ogre Loader
grand-cathay-stats.json | Ogre Loader | unitCategory_de | War Machine
grand-cathay-stats.json | Shugengan General | equipment_de | Shugengan: Hand weapon
grand-cathay-stats.json | Shugengan General | name_de | Shugengan General
grand-cathay-stats.json | Shugengan Lord | equipment_de | Shugengan: Hand weapon
grand-cathay-stats.json | Shugengan Lord | name_de | Shugengan Lord
grand-cathay-stats.json | Sky Lantern | name_de | Sky Lantern
grand-cathay-stats.json | Sky Lantern | specialRules_de | Disengage
grand-cathay-stats.json | Sky Lantern | specialRules_de | Heavenly Beacon
grand-cathay-stats.json | Strategist | name_de | Strategist
grand-cathay-stats.json | Strategist | specialRules_de | Grand Strategist
high-elfs-realms-stats.json | Archmage | equipment_de | Staff, Robes
high-elfs-realms-stats.json | Archmage | unitCategory_de | Hero
high-elfs-realms-stats.json | Dragon Princes | specialRules_de | Fearless
high-elfs-realms-stats.json | Dragon Princes | unitCategory_de | Special
high-elfs-realms-stats.json | Ellyrian Reavers | specialRules_de | Skirmish
high-elfs-realms-stats.json | Ellyrian Reavers | unitCategory_de | Special
high-elfs-realms-stats.json | Highborn | specialRules_de | Fearless
high-elfs-realms-stats.json | Highborn | specialRules_de | Inspiring
high-elfs-realms-stats.json | Highborn | unitCategory_de | Rare
high-elfs-realms-stats.json | Phoenix Guard | specialRules_de | Fearless
high-elfs-realms-stats.json | Phoenix Guard | unitCategory_de | Special
high-elfs-realms-stats.json | Prince | specialRules_de | Inspiring
high-elfs-realms-stats.json | Prince | specialRules_de | Leadership +1
high-elfs-realms-stats.json | Prince | unitCategory_de | Hero
high-elfs-realms-stats.json | Silver Helms | unitCategory_de | Core
high-elfs-realms-stats.json | Spearmen | unitCategory_de | Core
high-elfs-realms-stats.json | Swordmasters of Hoeth | specialRules_de | Parry
high-elfs-realms-stats.json | Swordmasters of Hoeth | unitCategory_de | Special
high-elfs-realms-stats.json | White Lions of Chrace | specialRules_de | Fearless
high-elfs-realms-stats.json | White Lions of Chrace | specialRules_de | Parry
high-elfs-realms-stats.json | White Lions of Chrace | unitCategory_de | Rare
lizardmen-stats.json | Ancient Stegadon | specialRules_de | Cold Blooded
lizardmen-stats.json | Ancient Stegadon | troopType_de | Behemoth
lizardmen-stats.json | Ancient Stegadon | unitCategory_de | Monster
lizardmen-stats.json | Bastiladon | name_de | Bastiladon
lizardmen-stats.json | Bastiladon | specialRules_de | Cold Blooded
lizardmen-stats.json | Bastiladon | unitCategory_de | Monster
lizardmen-stats.json | Carnosaur | name_de | Carnosaur
lizardmen-stats.json | Carnosaur | specialRules_de | Cold Blooded
lizardmen-stats.json | Carnosaur | troopType_de | Behemoth
lizardmen-stats.json | Carnosaur | unitCategory_de | Monster
lizardmen-stats.json | Chameleon Skinks | equipment_de | Blowpipes
lizardmen-stats.json | Chameleon Skinks | name_de | Chameleon Skinks
lizardmen-stats.json | Chameleon Skinks | specialRules_de | Cold Blooded
lizardmen-stats.json | Cold One (Lizardmen) | unitCategory_de | Mount
lizardmen-stats.json | Cold One Riders | specialRules_de | Cold Blooded
lizardmen-stats.json | Jungle Swarms | name_de | Jungle Swarms
lizardmen-stats.json | Jungle Swarms | specialRules_de | Cold Blooded
lizardmen-stats.json | Kroxigor | specialRules_de | Aquatic
lizardmen-stats.json | Kroxigor | specialRules_de | Cold Blooded
lizardmen-stats.json | Kroxigor | specialRules_de | Skirmish Screen
lizardmen-stats.json | Razordon Pack | name_de | Razordon Pack
lizardmen-stats.json | Razordon Pack | specialRules_de | Aquatic
lizardmen-stats.json | Razordon Pack | specialRules_de | Cold Blooded
lizardmen-stats.json | Ripperdactyl | name_de | Ripperdactyl
lizardmen-stats.json | Ripperdactyl | specialRules_de | Toad Rage
lizardmen-stats.json | Ripperdactyl | unitCategory_de | Mount
lizardmen-stats.json | Ripperdactyl Riders | specialRules_de | Cold Blooded
lizardmen-stats.json | Ripperdactyl Riders | specialRules_de | Toad Rage
lizardmen-stats.json | Salamander Pack | name_de | Salamander Pack
lizardmen-stats.json | Salamander Pack | specialRules_de | Aquatic
lizardmen-stats.json | Salamander Pack | specialRules_de | Cold Blooded
lizardmen-stats.json | Saurus Oldblood | name_de | Saurus Oldblood
lizardmen-stats.json | Saurus Oldblood | specialRules_de | Cold Blooded
lizardmen-stats.json | Saurus Scar-Veteran | name_de | Saurus Scar-Veteran
lizardmen-stats.json | Saurus Scar-Veteran | specialRules_de | Cold Blooded
lizardmen-stats.json | Saurus Warriors | specialRules_de | Cold Blooded
lizardmen-stats.json | Skink Chief | name_de | Skink Chief
lizardmen-stats.json | Skink Chief | specialRules_de | Aquatic
lizardmen-stats.json | Skink Chief | specialRules_de | Cold Blooded
lizardmen-stats.json | Skink Priest | specialRules_de | Aquatic
lizardmen-stats.json | Skink Priest | specialRules_de | Cold Blooded
lizardmen-stats.json | Skink Skirmishers | specialRules_de | Cold Blooded
lizardmen-stats.json | Slann Mage-Priest | specialRules_de | Cold Blooded
lizardmen-stats.json | Stegadon | name_de | Stegadon
lizardmen-stats.json | Stegadon | specialRules_de | Cold Blooded
lizardmen-stats.json | Stegadon | troopType_de | Behemoth
lizardmen-stats.json | Stegadon | unitCategory_de | Monster
lizardmen-stats.json | Temple Guard | specialRules_de | Cold Blooded
lizardmen-stats.json | Temple Guard | specialRules_de | Guardians
lizardmen-stats.json | Terradon | name_de | Terradon
lizardmen-stats.json | Terradon | specialRules_de | Drop Rocks
lizardmen-stats.json | Terradon | unitCategory_de | Mount
lizardmen-stats.json | Terradon Riders | equipment_de | Javelins
lizardmen-stats.json | Terradon Riders | specialRules_de | Cold Blooded
lizardmen-stats.json | Terradon Riders | specialRules_de | Drop Rocks
lizardmen-stats.json | Troglodon | equipment_de | Venom spray
lizardmen-stats.json | Troglodon | name_de | Troglodon
lizardmen-stats.json | Troglodon | specialRules_de | Aquatic
lizardmen-stats.json | Troglodon | specialRules_de | Cold Blooded
lizardmen-stats.json | Troglodon | unitCategory_de | Monster
ogre-kingdoms-stats.json | Giant | troopType_de | Behemoth
ogre-kingdoms-stats.json | Giant | unitCategory_de | Monster
ogre-kingdoms-stats.json | Gorger | specialRules_de | Regeneration (6+)
ogre-kingdoms-stats.json | Gorger | unitCategory_de | Monster
ogre-kingdoms-stats.json | Stonehorn | troopType_de | Behemoth
ogre-kingdoms-stats.json | Stonehorn | unitCategory_de | Mount
ogre-kingdoms-stats.json | Stonehorn Riders | troopType_de | Behemoth
ogre-kingdoms-stats.json | Stonehorn Riders | unitCategory_de | Monster
ogre-kingdoms-stats.json | Thundertusk | troopType_de | Behemoth
ogre-kingdoms-stats.json | Thundertusk | unitCategory_de | Mount
ogre-kingdoms-stats.json | Thundertusk Riders | troopType_de | Behemoth
ogre-kingdoms-stats.json | Thundertusk Riders | unitCategory_de | Monster
orc-and-goblins-tribe-stats.json | Arachnarok Spider | troopType_de | Behemoth
orc-and-goblins-tribe-stats.json | Arachnarok Spider | unitCategory_de | Monster
orc-and-goblins-tribe-stats.json | Black Orc Bigboss | specialRules_de | Waaagh!
orc-and-goblins-tribe-stats.json | Black Orc Warboss | specialRules_de | Waaagh!
orc-and-goblins-tribe-stats.json | Bonegrinder Giant | equipment_de | Bonegrinder Giant's club
orc-and-goblins-tribe-stats.json | Bonegrinder Giant | troopType_de | Behemoth
orc-and-goblins-tribe-stats.json | Bonegrinder Giant | unitCategory_de | Monster
orc-and-goblins-tribe-stats.json | Common Troll Mob | specialRules_de | Regeneration (5+)
orc-and-goblins-tribe-stats.json | Doom Diver Catapult | unitCategory_de | War Machine
